gene	lv1	lv2	rv1	rv2	genelength
Fxc1	1078	771	3272	3689	994
Fibin	8	2	59	56	2068
Vmn2r78	0	0	0	0	2556
Slc10a4	1	1	5	4	2082
4930470H14Rik	0	0	1	7	1730
Drd4	2	2	0	1	1332
Dcakd	2953	2954	10008	11733	1709
Krt77	1	0	0	0	1710
Ythdf1	1307	1239	5404	6208	3166
Klra15	0	0	0	0	1064
Wbp7	1238	1429	7795	10914	8420
S100pbp	160	171	870	1162	1539
A430105I19Rik	111	188	994	1696	4705
Zkscan3	463	520	2057	3217	2596
Tcf25	3840	4037	19450	25887	3817
Plcd4	4	5	29	32	3102
Myadml2	179	152	648	732	2306
Vmn2r35_1	0	0	0	0	2580
Fcamr	4	6	12	12	1904
Fcrla	0	0	0	0	1722
Olfr716	0	0	0	0	944
Olfr601	0	0	0	0	989
Icam5	4	3	10	10	2971
Abpe	0	0	0	0	509
Pmch	19	18	69	94	745
Prl	1	0	6	0	889
Pttg1ip	1354	1311	5651	6274	2241
Mir324	0	1	1	6	88
Pilrb2	0	8	45	49	1803
Mki67ip	1317	1084	4215	5063	1887
Nr2e1	1	0	0	1	3224
Mir1946a	0	0	0	0	133
Zcchc2	445	473	2673	3523	6648
Dus1l	691	604	2421	3179	1895
Vps72	907	824	3995	4819	1430
Mir199a-2	0	0	0	1	109
9130019O22Rik	55	35	232	314	3875
Apcdd1	177	132	841	920	2794
Prl7c1	0	0	0	0	1010
Gm16897	72	59	212	257	2486
1700123O20Rik	613	573	2125	2649	1887
Rcn3	4243	3709	17152	18200	1446
Dnajc18	541	610	3198	3841	5159
Gm10486_6	0	0	0	0	915
Rwdd2b	250	223	793	1011	2099
Acad8	363	371	1642	2138	2851
N6amt2	374	315	919	970	831
Pdk2	694	916	6147	6140	2252
Ddx56	819	687	3062	3690	3273
Tnfsf8	0	0	0	2	2224
Spag5	618	582	2987	4366	3798
Tsc22d4	2475	2426	12676	13968	3168
Tln1	3307	4080	28984	31181	8503
2310015D24Rik	0	0	1	0	2913
Ippk	169	153	840	910	2763
Mir33	0	0	0	0	68
Mir684-1_2	0	0	0	0	84
H2-Q1	0	3	23	13	2016
Fam20c	147	159	1349	1668	2991
Brca2	296	347	2280	3142	10707
Taar1	0	0	0	0	998
Rnf165	61	99	795	886	7292
Gimap7	0	0	0	0	1267
Neurl1b	295	391	2925	3124	6183
Olfr154	0	0	0	0	1078
AU041133	40	34	160	188	2630
Rax	0	0	1	0	1666
Dlg2	15	22	351	394	7994
Creb5	219	403	2557	3543	2866
C130080G10Rik	406	392	1307	1929	1903
Slc12a1	0	0	1	3	4712
Gm6084	0	0	0	0	1046
4930548K13Rik	0	0	0	0	558
Zfp787	468	450	2257	2571	1896
Fam63a	386	424	1822	2259	2824
Acta2	36664	31596	105588	124684	1771
2310069B03Rik	3	7	5	11	1827
Olfr513	0	0	0	0	929
Glipr1	45	49	178	285	1075
Car8	102	141	651	563	5713
9930111J21Rik2_1	0	0	0	0	2400
Lrrc63	1	2	6	12	2509
Gm364	0	0	0	0	2139
Mir3112	0	0	0	0	81
Fam164b	0	0	0	0	1047
Lrrc42	825	722	3322	4128	1748
Olfr398	0	0	0	0	944
Dtymk	1292	1115	4175	5671	1305
4930519D14Rik	0	0	0	0	1132
Tdgf1	0	0	2	2	1921
Rmnd5a	607	771	4374	5640	6156
Erich1	194	138	580	808	1573
Ecsit	928	860	4300	4671	1664
Yars	897	801	3856	4880	2861
AW112010	0	0	0	0	772
Ppm1d	357	366	1760	1999	2888
Oprd1	21	14	165	236	4018
Syt5	0	4	24	17	1742
Macrod2	52	47	278	313	5020
Mmd	2637	2619	9961	11989	2654
Gm16367	0	0	0	0	2033
Olfr807	0	0	0	0	935
Lrrc56	69	53	270	323	2614
Ppfia2	3	0	12	16	6405
Oxct2b	3	0	3	2	1752
Cdnf	10	16	48	93	3009
Gpm6a	115	124	481	550	3546
Zbtb6	133	194	566	908	4533
Rcan1	2715	2800	15145	17777	2501
Gns	1763	1957	9926	12244	3841
Zfy2	0	0	0	0	2807
Eci1	774	778	4078	4307	1084
Myoz2	942	1113	8256	8528	1147
Gm9958	14	23	54	112	1491
1700001K23Rik	1	1	7	13	485
Gpaa1	1099	1050	5129	6441	2024
Tle1	210	158	1203	1173	4349
Heg1	1117	1287	10629	10601	4765
Mcoln1	600	515	2378	3075	1988
D19Wsu162e	2461	2410	10428	13081	4099
Cwc22	511	776	4341	7572	3428
Elfn1	1	1	18	23	3832
2310065F04Rik	0	0	0	0	2719
4921508A21Rik	0	0	0	0	1787
1700023A16Rik	0	2	5	2	1258
Gm13277	0	0	0	0	1461
Pom121l12	0	0	0	0	1076
Tprkb	192	202	745	952	2234
Tgtp1	0	0	0	0	2807
Mir879	0	0	0	0	75
Polrmt	623	604	3311	3937	3741
3110039I08Rik	0	1	0	1	723
Rab30	21	28	176	195	1922
Grb14	816	796	3521	4133	1949
Lin37	262	253	837	1102	989
Med7	352	356	1212	1696	2571
Tff1	0	0	0	0	475
4930520O04Rik	24	25	108	226	1251
Olfr20	0	0	0	0	1060
2310001K24Rik	4	3	3	4	458
Olfr910	0	0	0	0	970
2410114N07Rik	0	0	0	0	948
Gm14345_1	0	0	0	0	1959
Col23a1	1362	1646	8543	7614	5636
Snx27	981	1078	4658	5916	6235
Atp6v0c	47	45	113	90	1148
Tas1r1	4	7	17	38	2779
Tmem20	178	145	475	756	3468
Mtdh	1957	1851	7891	9244	3668
Tmsb15b2	4	5	11	19	676
Sdhaf2	563	536	1882	2267	3093
Timm8a2	2	0	4	2	913
Ascl1	1	2	15	5	2257
Ncan	10	9	62	52	7151
Pacs2	1138	1106	4953	6500	5456
Snora65	12	6	77	150	117
Arpc1b	1273	1155	4663	4734	1541
Mecom_1	1	0	6	23	1072
4930568E12Rik	0	0	0	0	777
Olfr968	0	0	0	0	1026
Tmod4	13	18	42	126	1231
1300018J18Rik	231	219	1295	1776	2351
Atp6v1f	740	669	1895	2315	633
Tm7sf3	542	626	2721	3482	3300
Gabrb1	0	0	11	15	1851
Ccdc36	16	23	114	244	2859
Bace1	802	822	4128	4932	4185
Krtap4-13	0	0	0	0	815
2310003F16Rik	1698	1614	6520	7733	600
Ypel2	724	844	4177	5495	4897
Pnpla7	234	241	1335	1667	4554
Sult1b1	2	0	0	0	2596
Defb48-ps	0	0	0	0	190
AI506816	136	320	916	2487	2775
Ambn	0	0	0	0	1841
Olfr243	0	0	0	0	950
Ifi205	0	0	0	0	1606
Nlrp1a	4	0	4	7	4792
Olfr570	0	0	0	0	938
Fam151a	35	49	179	221	1889
Ccdc84	193	180	771	1323	1147
Prmt3	440	443	1988	2404	2479
Arhgef25	350	334	2004	2962	2370
Zcchc9	446	376	1170	1595	1526
Gen1	185	151	863	984	3269
Pbsn	0	0	0	0	775
Fastkd5	294	300	1250	1508	3161
Fam110a	176	154	697	807	2116
Ssxb10	0	0	0	0	869
Mir412	0	0	0	1	79
Cdk4	7707	6562	31968	37011	1338
Olfr324	0	0	0	0	1121
Golga3	675	723	4073	4992	4793
Grid2	1	1	95	62	3008
Kcnk2	11	14	67	49	3951
Slc38a11	0	0	0	5	1594
Olfr591	0	0	0	0	944
Ccl6	1	1	36	23	1432
Mir5103	0	0	0	0	78
Tgfb1	1015	966	5547	4843	2087
Rims1	3	5	75	50	4036
Vps54	520	508	2783	3714	4689
Olfr345	0	0	0	0	935
Tmem128	138	142	547	696	1080
Strn3	1643	1788	8377	9832	4146
Rpl13	10498	8409	26140	30781	772
Tmem165	893	808	4527	5376	1890
Kif18a	117	104	525	661	3351
Slc25a10	878	822	3919	4242	3989
Sgce	410	436	1928	2340	1862
Casp7	319	374	1899	2274	2342
Rab28	288	283	1345	1530	1629
Fgd4	135	172	798	910	3996
Mir370	0	0	1	0	78
Ptpn20	1	0	7	15	3078
Clrn3	0	3	2	1	3312
3300002I08Rik	2	1	15	31	644
Ap4m1	277	273	1072	1514	1701
Zfp112	43	45	207	372	3502
D630032N06Rik	5	1	12	20	636
Eif4e3	82	88	439	536	2506
Cyp11b2	0	0	0	0	1616
Gmip	303	307	1342	1954	3904
Rbm11	9	21	41	71	2694
Hmgcll1	88	79	245	344	3606
Col16a1	253	313	2932	3556	5136
Gm10638	53	34	330	283	1361
Otoa	1	2	6	16	3620
Atg16l2	130	151	986	1587	2146
Slc4a9	0	6	4	4	2924
Gm10488_2	0	0	0	0	865
Abce1	1561	1588	6656	8403	3795
9130409I23Rik	0	0	0	0	1895
1700081H22Rik	0	0	0	0	485
Lig4	197	224	1032	1240	4079
Gm3286_3	0	0	0	0	2035
Mir1249	0	0	0	3	97
Chd4	7772	8619	51499	63258	6386
C1ql3	60	56	362	358	3161
Trappc1	1147	1068	3309	4085	740
Hsf3	1	1	4	6	1962
Defb28	0	0	0	0	394
Ggnbp2	1169	1154	4916	6250	2936
Mir381	0	0	0	0	74
Slc35b2	979	878	3912	4237	2135
Rad23b	3998	3621	14940	16814	3801
Psmb7	1146	1169	5110	6117	961
Bai1	12	4	22	29	6196
Ddx6	1233	1462	8058	10362	6051
Hsdl2	443	588	2062	2469	2605
Slc1a3	485	382	987	1389	4196
4930429F11Rik	0	0	0	0	1614
Abcc4	90	119	392	860	5863
Trim10	86	89	599	593	2238
Sv2b	13	8	63	73	5691
6330549D23Rik	10	2	81	124	2826
Papss1	556	522	3247	3584	2588
Polr2j	1150	924	3628	4452	582
Ephx1	63	70	405	491	1656
Zfp691	435	433	2258	3073	2391
Olfr435	0	0	0	0	941
Capg	131	151	652	667	1238
Med18	94	93	490	604	1674
Emilin1	1338	1512	11050	10217	3456
Olfr1368	0	0	0	0	944
Zfp36l1	4385	5152	18742	20321	2982
Gdf9	4	2	20	13	1802
Slc4a1ap	382	377	1829	2498	2412
Cyp2r1	11	2	16	13	1620
Cnksr3	210	245	1130	1324	3435
Slc9a1	760	828	3900	4636	4594
Hinfp	150	153	865	1241	2090
Fmnl1	52	61	335	374	3846
Ttc5	189	162	1204	1786	3643
Fat2	0	1	3	5	14400
Dph3	839	612	2327	2961	3013
Egr3	8	5	34	25	1414
Bche	320	433	2414	2867	6205
Galm	114	99	849	646	2238
Chat	0	1	0	3	2794
Stat1	363	390	1708	1944	5331
A530053G22Rik	0	0	0	0	1446
Renbp	497	483	1762	2043	1407
Ephb6	53	46	296	417	3742
Twist1	252	158	1085	1597	1628
Adamtsl2	88	88	705	1163	3223
Surf2	398	422	2091	2678	1130
Mir146b	0	0	0	0	108
Krt5	10	7	7	91	2181
Dagla	73	52	334	421	5614
Naa35	1416	1249	6601	8092	2591
Rab6b	51	41	158	265	4726
Sytl2	30	61	397	422	6877
Nedd4	23210	24835	124158	151054	5465
Rps5	10624	8478	27316	31818	734
Peo1	451	501	3164	4098	3483
Fkbp11	170	109	330	464	730
1500011K16Rik	178	170	786	899	808
Mrpl19	865	800	3889	4761	4991
Phf20	449	481	2591	3283	5715
Abca2	342	400	2602	3037	8013
Gm3409	0	0	0	0	1149
Olfr1317	0	0	0	0	950
Slc15a5	0	0	3	0	2452
Sik3	831	1068	5520	6496	6262
Cbr3	1	0	6	6	1164
Zbtb8a	82	83	594	644	2224
Sycp2	9	10	50	118	5643
AI182371	36	35	29	68	2347
Zfp87	83	104	489	525	2705
Syngr1	86	106	702	807	4460
Gm8348	0	0	0	0	1983
Ntan1	661	626	1656	2180	1138
Zfyve27	307	342	1818	3183	5600
Olfr502	0	0	0	0	944
Rab27b	83	67	244	293	7112
Mocs2	270	320	1267	1457	1882
Olfr1501	0	0	0	0	947
Cxxc1	1214	1137	6550	8043	2522
Clns1a	531	443	2161	2310	3388
Hipk4	15	23	108	189	2410
Vmn1r132	0	0	0	0	2401
Blmh	1859	1698	6951	7966	2343
Olfr1393	0	0	1	3	935
Olfr788	0	0	0	0	935
Slc24a4	30	69	409	468	2075
Foxc2	868	827	3314	3765	2723
Mettl8	203	197	731	790	2358
A230046K03Rik	476	455	2164	3071	5825
Abcg5	6	4	14	21	2250
Gm5494	0	0	0	0	657
Colq	134	146	720	701	2818
2610528A11Rik	10	9	28	26	753
Clec4a2	0	2	3	1	2608
Tra2a	974	880	5210	7361	1820
Lrrc25	3	0	19	14	1270
Zbtb46	125	116	738	999	3329
Sp9	1	3	6	12	2811
Elovl7	24	23	101	120	5429
Mir135b	0	0	0	0	96
Arhgap11a	623	642	5408	6562	5004
Gm4489	1	0	0	2	517
Tmem89	0	1	0	0	536
Dub1	0	0	0	0	2646
Mir743b	0	0	0	0	76
Mir92-2	0	0	0	0	90
Slc38a2	2313	2613	16890	20493	4612
Cntn1	3	8	94	109	6158
Cyp2j8	0	0	0	8	1511
Tnfaip2	359	340	1501	1809	3558
AY512931	1	1	0	0	2390
Gm15545	103	78	372	695	1088
Cdc23	1683	1543	6491	8299	4118
Disc1	12	14	82	131	2584
Mc2r	0	0	0	0	1567
Pi4kb	512	580	2641	3844	3681
Mamdc4	85	90	569	1066	3961
Olfr1402	0	0	0	0	962
Bambi	1373	1020	4913	5317	5037
Mark1	631	567	2937	4181	4547
Olfr630	0	0	0	0	1543
Mir377	0	0	1	0	67
Gm6249	1	0	6	0	3308
Olfr822	0	0	0	0	938
Sectm1b	0	0	1	14	2317
Olfr926	0	0	0	0	926
Dhx30	1265	1244	7309	9551	4476
Olfr170	0	0	0	0	941
Tead2	4269	3895	17669	22942	2103
Pank3	755	830	5160	6394	7358
Gm14920	0	0	0	0	347
Hist1h3g	2	2	11	6	491
Olfr558	0	1	0	0	2921
Sep15	1441	1366	4769	5507	1504
LOC100642166	2	9	23	35	1548
Tram2	25	44	260	389	1398
Tmprss4	0	0	0	1130	2254
Olfr16	0	0	0	0	1049
Mir135a-2	0	0	0	0	99
Pramef6	0	0	0	0	1481
Hkdc1	129	128	55	67	3465
Gsc2	1	0	2	0	722
Zfand2a	342	311	1395	1693	3099
Cnih4	1856	1597	5423	5922	3263
Odz2	99	141	553	766	9709
Ccdc111	222	203	876	1320	3782
Aqp11	14	30	63	62	1319
S100g	39	45	53	457	477
Kif19a	1	5	7	18	3413
Ucma	0	0	0	4	879
Rbck1	1118	998	5666	7224	2528
P2rx4	136	176	714	916	1981
Ldlrad3	271	277	1369	1625	3821
Ddx27	746	760	3991	4927	2571
Cxx1c	544	600	1796	2339	950
Gm15401	3	8	4	37	1522
Gm13290_1	0	0	0	0	967
Il1rap	71	75	752	955	8474
Fcf1	296	314	545	799	708
Traf3	474	551	3124	3711	6963
Lck	38	24	72	102	2285
Slc1a2	26	19	118	192	12056
Apol11a	0	0	0	0	1128
Mag	6	2	12	21	2414
Socs3	74	58	353	463	2722
Zfp457	6	3	18	35	2112
Dapk3	1702	1319	7629	8160	1814
Hs6st1	1914	1695	8927	10031	3717
Ppap2a	187	220	1244	1269	1529
Ctrc	0	0	0	0	949
Pygo2	1208	1052	4683	6146	2908
Fam167b	10	25	164	139	942
1700110M21Rik	1	1	0	0	1859
Samd14	851	808	3974	5072	3308
Ptpn21	739	853	4241	5526	5718
4930402H24Rik	643	794	5405	6365	4914
Mir129-1	0	0	0	0	72
Loxl4	2	1	31	28	5422
Serpind1	0	4	12	14	2183
Grm6	5	1	14	36	4321
Atpif1	4018	3615	16702	18168	536
Vmn1r229	0	0	0	0	920
Vps13d	313	525	3708	4311	13012
Vmn1r236	0	0	0	0	1120
Slco2a1	122	186	960	876	4019
Plekho2	455	417	1693	2049	3261
Olfr527	0	0	0	0	917
Rnf113a2	151	149	838	995	1378
Wnt7b	54	9	22	65	4409
Mapre1	3564	3605	12213	15585	7320
Ttyh3	4485	4710	24069	24789	4644
Prss50	0	1	2	0	1450
Cpt2	971	1010	3925	4649	2345
Olfr1145	0	0	0	0	977
Atf7ip	1321	1531	7493	8983	4512
Mrpl36	1051	914	2777	3422	900
Tyms	472	401	1715	2089	3801
5830415F09Rik	55	40	266	320	1552
Manf	4296	3069	9937	11813	2202
Hao1	0	0	0	0	2021
Olfr770	0	0	0	0	935
Vps35	994	964	4257	5055	3152
Lemd2	661	691	3518	4314	2587
Kcnk13	0	0	15	5	3109
Zfp809	87	134	540	836	2101
Prl7b1	0	0	0	0	919
5730559C18Rik	21	38	51	113	3003
Fkbp5	588	551	2946	3397	3494
Gm12603	0	0	3	0	715
Klf4	111	139	1053	1033	3039
4930519H02Rik	0	0	0	0	962
Nedd9	229	236	1147	1355	4703
Dhx33	524	554	3030	4196	5167
Prss41	1	0	6	15	1105
Col14a1	39	45	835	482	6400
Il17a	0	0	0	0	1168
Mbd6	1948	2119	10113	13699	4033
Podxl2	439	488	3811	3582	1992
Tbc1d2b	447	424	1893	2553	5921
Mir669a-1_1	0	0	0	0	96
Hrh3	4	8	3	10	2429
Foxj1	10	5	41	27	2575
4933412E24Rik	0	0	3	0	1752
Pip5k1c	1760	1642	9020	10682	4261
Suclg2	252	309	1280	1467	2268
Derl3	43	28	76	161	1329
Rnaseh1	85	90	607	795	1449
Med13	527	597	3822	4664	11757
Ttll3	269	246	1235	1642	3946
Timm23	81	52	111	106	1155
A630077J23Rik	0	3	2	4	953
Uhmk1	132	146	902	1203	2016
Pnkd_1	1104	1282	6908	7873	2856
Hoxc6	9	12	13	25	1590
Zeb1	1073	1177	6670	7693	5798
2310022B05Rik	2414	2274	12246	13566	3303
Olfr1057	0	0	0	0	947
Pkd2	514	560	4071	4959	5197
Aifm3	14	26	79	117	2636
C2	1	6	26	42	2626
Dars	1139	999	3784	4568	2492
Ubtd1	287	248	1329	1247	1524
Erbb2ip	864	1096	6649	8130	6565
Hectd3	355	249	1613	1969	4531
Ppox	366	317	1548	2542	1808
Cyp2d22	59	84	389	451	2762
Gm5820	3	5	11	17	2182
Rgag4	132	115	887	1463	4765
9430076C15Rik	11	18	131	212	3024
Gata5	1198	970	3867	5679	3296
Immp1l	122	81	177	253	948
Cst3	4481	4018	26413	27034	739
Zfp428	552	483	2061	2134	1162
Olfr1013	0	0	0	0	917
Mid1ip1	363	330	1901	2024	2057
Mir672	0	0	0	0	99
Usp47	1792	2069	11925	14882	5571
Bckdhb	521	513	1485	1829	1387
Myh9	3226	3394	28672	33123	7330
Pik3c2b	401	578	4758	6103	7896
Dsel	110	128	557	704	5761
0610007P22Rik	185	156	637	758	1187
Vmn1r65	0	0	0	0	2679
Prokr1	42	54	340	374	4053
Setmar	109	97	267	373	1607
Gm16907	12	7	76	131	2761
Tmem51	384	307	2072	2374	1871
Gde1	559	477	2614	3211	1523
Gmnn	327	212	1539	1491	970
Tbx2	177	139	1373	2146	3555
Pkmyt1	537	470	2422	3409	2031
Lfng	120	91	329	371	2276
Mcfd2	526	489	2273	2699	2270
C330013E15Rik	15	15	55	62	876
Pcdhb10	3	2	7	15	2840
Ppp6c	358	338	1575	1763	1551
Lrguk	6	4	58	49	3038
Mrgprb3	0	0	0	0	938
Rbm18	484	483	1956	2565	2542
Frmd4b	713	692	2536	3889	5005
Errfi1	260	248	871	1154	3014
Nr2f1	97	79	464	591	2427
Stambpl1	80	90	311	402	1967
Smpd2	499	485	2112	2652	1592
Vmn1r192	0	0	0	0	902
Tmem52	0	1	0	0	963
2210417K05Rik	28	18	57	92	555
Xlr4a	0	1	0	0	1182
Isg20	3	3	13	64	1166
Slc35c2	618	559	2214	2566	2099
Cmtm8	200	180	564	631	1060
Klra3	0	0	0	0	1285
Hist1h2bm	3	1	3	1	380
Mir207	2	0	0	0	78
Lap3	1004	798	4613	5466	2254
Acyp1	270	272	918	1102	645
Sult5a1	80	58	87	130	1153
Capn10	159	157	895	990	2865
Olfr483	0	0	0	0	947
Clca1	168	245	2119	2580	3008
Ankrd34c	0	0	0	0	2473
Il11ra1	311	306	1390	1598	1946
Tmem82	20	16	45	54	2060
Ppil4	605	567	2748	3799	2883
4922505G16Rik	37	16	251	232	3435
Cgref1	64	57	174	229	1325
2410002I01Rik	369	350	1612	2393	2766
Stoml2	1284	1028	5117	5526	1538
Scgb3a2	1	3	0	0	840
Ctr9	1186	1158	5774	6524	4275
Olfr469	0	0	0	0	944
Pspn	3	3	13	12	472
Olfr823	0	0	0	0	947
Vmn1r42	0	0	0	0	1097
Apba1	58	68	539	728	6619
5730409E04Rik	178	180	727	864	2853
Angpt4	3	2	9	4	1521
Cgnl1	4737	5046	33812	48124	6735
Mars	1128	894	4263	5134	2941
1700125G22Rik	0	1	6	4	858
Stk17b	194	199	882	1026	3270
Smok2b	0	0	0	0	1583
Gm1332	2	0	14	5	633
B230118H07Rik	457	414	1131	1604	2262
Gm1720	0	0	1	0	1494
Ahr	20	25	216	237	5483
Mrgprb1	1	0	0	0	4183
Acy3	152	165	528	675	1497
Grb2	892	901	4536	4940	2604
Dph2	172	152	674	904	2520
2810405F15Rik	16	21	119	329	1548
Txnip	1991	2433	13819	16219	2793
Fam105b	513	378	2371	2215	1482
Gm6812	0	0	0	0	525
Olfr299	0	0	0	0	992
Chmp3	652	663	3282	4050	2586
Slfn4	0	0	3	6	3950
Dkkl1	20	19	13	29	898
Ly6f	0	0	2	76	873
Fnta	1128	985	4562	5263	1872
4931403E22Rik	0	2	6	15	664
1810011O10Rik	91	82	508	713	1330
Kif15	380	424	2311	3363	4788
Pnliprp1	0	0	5	1	1606
Gpr133	21	18	90	142	5137
Gna12	1135	1025	7343	7525	1876
Pik3cb	244	230	1123	1655	4830
AW495222	0	0	0	5	947
Nap1l5	31	23	73	118	1893
Prdm12	2	0	1	0	2466
4930473O22Rik	0	0	0	0	1462
Mapk1	2459	2591	9296	11082	5691
6430548G04	0	1	0	9	4013
Nin	435	478	3557	4534	10312
Usp22	1899	1917	9335	11856	4429
Fabp6	0	0	0	0	383
Olfr1257	0	0	0	0	929
Olfr397	0	0	0	0	947
Cry2	461	539	2578	3381	4355
Aldh3a2	340	453	1784	2115	3121
Txnl4b	128	125	502	693	1792
Col4a6	464	516	3627	4421	6603
Sprr2i	0	0	0	0	615
Slc39a9	508	512	2615	3402	5223
Abhd4	1115	1250	3859	4911	2741
Hspa9	6036	5954	32921	38079	3025
Haus3	213	252	803	892	1946
Kdm3a	523	664	3480	4832	4896
Clec4b2	0	0	0	0	1038
H1fx	2075	1791	8880	7770	1061
Osr1	18	11	89	122	2008
Olfr60	0	0	0	0	935
Asb16	9	2	20	32	1357
4930556J02Rik	0	0	0	0	674
Bpifb1	2	1	3	2	1695
D17H6S56E-3	39	40	237	350	4296
Gm11968	50	21	58	59	823
Ccdc107	530	360	2065	2422	808
Vmn2r105	0	0	0	0	2577
Gsta2	0	0	0	0	848
Bpifa3	0	0	0	0	1088
C4bp	0	0	0	0	1873
Ipo4	1282	1127	6150	7672	3581
Ctu2	767	867	3779	4980	3051
Il1rapl1	1	3	8	6	2728
Sc4mol	666	714	2142	2392	1818
Scn9a	0	0	3	10	9784
Fam198a	4	5	34	53	3718
4930558C23Rik	0	0	0	0	732
LOC629206	0	0	0	0	2165
A430090L17Rik	1	1	10	19	3673
Zfp597	139	170	674	938	5627
Ppp6r1	2458	2359	12838	15311	3769
Dtnbp1	691	692	3301	3758	1300
Atp6v1g1	311	214	1224	1436	1090
Bid	82	78	360	461	1885
Gm13871_2	0	0	0	0	1319
Olfr457	0	0	0	0	941
D630023F18Rik	2	5	10	7	2172
Ppp1ca	10126	8388	28768	32265	1356
Zbtb11	282	266	1904	2307	4987
Rnpc3	226	277	1262	2136	3873
Syt6	1	0	20	14	4408
Gm10872	0	0	0	0	968
Gykl1	0	0	0	4	1914
Nemf	971	1000	3969	5334	3689
Gm10670_1	0	0	0	0	965
Defb35	0	0	0	0	265
Pin1-ps1	0	0	1	0	1081
Mageb1_1	0	0	0	0	1142
Pura	339	352	1790	1830	1599
Olfr1036	0	0	0	0	1014
Nubpl	51	40	249	303	1182
Taar7b	0	0	0	0	1076
Mir297a-3	0	0	0	0	101
Ubxn11	34	20	93	131	1562
Rel	49	54	309	387	2574
Eefsec	395	351	1390	1583	2672
Fam184a	45	69	506	659	3931
Gpr116	573	811	4246	4652	8514
Gm10272	0	0	0	0	399
Junb	163	152	1023	1017	1839
Mt3	101	65	299	396	535
Flna	4387	4974	33985	48453	8301
Srebf1	988	968	5002	5472	4280
Tgif2lx1_1	0	0	0	0	1021
Olfr1111	0	0	0	0	939
Afap1l1	2493	2442	15039	18016	3384
Tmem203	81	91	501	558	913
Nppa	75991	76925	76234	96665	826
Susd3	4	2	7	19	1428
E330014E10Rik	0	0	0	0	2114
Car10	2	2	3	3	3327
Ms4a5	0	0	0	0	940
Cacnb2	711	780	4619	5712	4434
Alx4	35	8	94	71	5199
Sp110	3	2	44	40	1957
Pigy	727	709	2945	3733	5408
Tmem102	33	33	202	198	1939
Tectb	0	0	0	0	2715
Plxnc1	328	473	3410	3483	7013
1110032A03Rik	128	122	313	483	1778
5730528L13Rik	709	621	3025	3614	1836
2810403D21Rik	5	7	18	12	1000
D630041G03Rik	0	1	6	8	3639
Cdh22	8	4	6	8	3574
Amy1	7	2	22	46	1810
Creg1	844	775	3748	3898	2121
Xdh	0	1	10	59	4551
Olfr206	0	0	0	0	920
Zfp82	35	51	225	299	3388
Hmox1	239	237	902	1020	1571
1600014C23Rik	2	2	12	16	516
4930579G18Rik	111	82	639	955	1455
Pddc1	270	227	1039	1306	1489
Olfr248	0	0	0	0	1009
Bag3	1978	1981	7778	8155	2589
Mir101a	0	0	0	0	82
Skp1a	1590	1528	5833	6531	1448
Olfr893	0	0	0	0	941
4930547C10Rik	0	0	0	1	2399
Pitpna	1748	1657	7446	8606	3705
Cngb1	0	1	3	20	6651
Olfr857	0	0	0	0	929
Arhgap39	407	330	2614	3064	4575
Crebbp	799	1185	8320	9983	7476
Prrg3	280	302	1341	1784	5894
Tdo2	9	6	14	22	1621
Ell	550	542	2631	3381	3073
Echdc1	423	467	1658	2011	3173
Plbd2	780	863	3976	4423	3583
Mapk13	70	60	178	296	1376
Akap12	3046	3464	20127	23155	6243
Adipor2	1642	1585	6478	7072	3955
Ccdc63	49	43	313	460	2270
Gm14057	54	39	255	199	2135
Six3os1	0	0	1	0	7120
Jakmip2	18	23	52	57	3489
Rps6ka3	293	356	2014	2585	2201
Gm3750	0	0	0	0	1496
Zfp442	17	13	59	77	2761
Exo1	364	317	1731	2294	5491
A430093F15Rik	3	3	11	7	2111
Gldn	0	0	0	0	4639
Mtfp1	262	190	1228	1112	1392
Wapal	730	821	4503	5556	4566
Alyref	1090	877	7286	7317	1126
Satb2	10	13	89	112	5275
Prm2	0	0	0	1	610
Plaa	1237	1182	5726	7210	6801
4930405P13Rik	34	22	136	160	806
Cyp2d9	0	0	0	1	1642
Mrps35	890	763	4184	4561	1059
Tifa	14	23	99	91	2134
Mpdz	1010	1071	7113	9119	7468
BC061237	0	0	0	0	894
Lrig1	797	870	5342	5844	4947
Hp1bp3	1583	1681	8017	10772	3461
Gm11240	0	1	0	0	756
Kcnb2	6	8	18	16	5307
Rilpl1	713	726	3960	4103	2242
Abhd10	206	196	839	1067	2122
Pdzd3	0	5	2	14	2170
Nfil3	630	657	3173	3654	1990
Ikzf4	76	57	368	588	3572
Mir302b	0	0	0	4	73
Fras1	363	637	7304	7805	15774
Omt2a	0	0	0	0	1328
Lrrc43	0	1	1	0	2033
Ghsr	0	0	0	0	4430
4930443G12Rik	1	0	3	6	1528
Ly6a	8	2	1	199	824
1700092C10Rik	0	0	0	0	566
Vmn2r57	2	1	3	5	2586
Acat2	565	529	1794	1952	2067
Mtss1	1967	2413	13670	19196	5124
Kdm4a	1483	1561	8451	10191	4934
Lrch2	226	237	1179	1397	3595
Prl8a2	3	12	65	982	905
Hif3a	1369	1832	10976	14572	7003
Kng2	0	2	4	21	2511
Egln3	164	168	1070	986	2671
Plk2	816	952	7770	9065	2787
Spata21	0	0	0	1	2498
Zfp775	103	101	578	631	4081
Trim32	468	427	2636	2867	3194
4930481A15Rik	13	2	30	29	2101
Il17b	10	3	24	33	689
